1495332083
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   62.0    0.0  813.8  0.0  0.3    0.0    5.4   0  29 c0t5000CCA054645EACd0
1495332091
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332092
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   26.6    0.0  321.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001086d0
    0.0    1.0    0.0   10.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001081d0
    0.0    2.0    0.0   35.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F0d0
    0.0   41.3    0.0  627.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004ECd0
    0.0   28.5    0.0  102.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004EDd0
    0.0   25.6    0.0  321.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013BEd0
    0.0   43.3    0.0 1630.5  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC4800001382d0
    0.0   28.5    0.0 1887.1  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC480000139Dd0
    0.0    3.0    0.0   35.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E6d0
    0.0   32.5    0.0  316.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B8d0
    0.0   41.3    0.0  406.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000139Bd0
    0.0   37.4    0.0 1623.6  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC4800001394d0
    0.0   43.3    0.0  660.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001401d0
    0.0  118.0    0.0  661.3  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC4800001386d0
    0.0   79.7    0.0  497.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013EFd0
    0.0    4.9    0.0   12.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013ABd0
    0.0    3.0    0.0   35.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C4d0
    0.0    1.0    0.0    4.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D6d0
    0.0   18.7    0.0  279.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F7d0
    0.0  104.2    0.0  493.6  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013BDd0
    0.0   73.8    0.0  345.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001388d0
    0.0   62.0    0.0  342.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001400d0
    0.0   53.1    0.0  169.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013DEd0
    0.0    5.9    0.0   56.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E8d0
    0.0    1.0    0.0    2.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E5d0
    0.0    7.9    0.0   21.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001390d0
    0.0   54.1    0.0  170.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001393d0
    0.0    2.9    0.0   20.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F0d0
1495332093
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   61.0    0.0  435.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001086d0
    0.0    4.0    0.0   24.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F0d0
    0.0   48.0    0.0 1031.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004E9d0
    0.0   74.0    0.0  385.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004ECd0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F7d0
    0.0   66.0    0.0  550.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013BEd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D9d0
    0.0    3.0    0.0   24.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E6d0
    0.0   40.0    0.0  247.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B8d0
    0.0   58.0    0.0  238.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000139Bd0
    0.0   54.0    0.0 1031.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F1d0
    0.0   70.0    0.0  422.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001401d0
    0.0   22.0    0.0  121.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013FEd0
    0.0   44.0    0.0  103.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001386d0
    0.0   17.0    0.0   47.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EFd0
    0.0    2.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001389d0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D8d0
    0.0   57.0    0.0  734.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F3d0
    0.0   47.0    0.0  301.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013ABd0
    0.0    4.0    0.0   24.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C4d0
    0.0    2.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Cd0
    0.0   26.0    0.0  193.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F7d0
    0.0   73.0    0.0  194.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013BDd0
    0.0   54.0    0.0  149.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001388d0
    0.0   56.0    0.0  149.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001400d0
    0.0   21.0    0.0  297.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Cd0
    0.0    2.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D3d0
    0.0   30.0    0.0   71.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DEd0
    0.0    9.0    0.0   48.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E8d0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DAd0
    0.0    4.0    0.0    6.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001390d0
    0.0   27.0    0.0   70.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001393d0
    0.0    3.0    0.0   12.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F0d0
1495332094
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332095
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0  119.2    0.0 2364.0  0.0  0.6    0.0    5.1   0  56 c0t5000CCA0546345D8d0
    0.0  120.2    0.0 2364.0  0.0  0.6    0.0    4.9   0  56 c0t5000CCA054645EACd0
1495332096
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332097
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   44.3    0.0 3867.5  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC48000004E9d0
    0.0   97.4    0.0  673.7  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013B5d0
    0.0  196.8    0.0  772.1  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013A1d0
    0.0   10.8    0.0  142.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D5d0
    0.0   27.6    0.0  153.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013ACd0
    0.0    3.9    0.0   32.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EBd0
    0.0   74.8    0.0  753.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013A8d0
    0.0  231.3    0.0  885.3  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC48000013F1d0
    0.0   12.8    0.0  314.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F8d0
    0.0   27.6    0.0  378.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D2d0
    0.0    3.0    0.0   22.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001399d0
    0.0   34.4    0.0  184.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013CBd0
    0.0   65.0    0.0  749.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013FFd0
    0.0   75.8    0.0  571.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001406d0
    0.0   13.8    0.0  267.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Ad0
    0.0   47.2    0.0  190.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001392d0
    0.0   11.8    0.0  142.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CEd0
    0.0   86.6    0.0  546.7  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC4800001383d0
    0.0   16.7    0.0  283.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001398d0
    0.0  233.3    0.0  920.2  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC480000139Cd0
    0.0    3.0    0.0   28.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Ed0
    0.0   63.0    0.0  466.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000139Ad0
    0.0   71.8    0.0  314.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D1d0
    0.0   82.7    0.0  571.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013E3d0
1495332098
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   14.1    0.0  196.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001082d0
    0.0   14.1    0.0  380.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004EEd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F8d0
    0.0   14.1    0.0  196.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800000500d0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F9d0
    0.0   24.1    0.0  412.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004FAd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F7d0
    0.0   18.1    0.0  412.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B0d0
    0.0    6.0    0.0   72.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BAd0
    0.0   19.1    0.0  220.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D5d0
    0.0    6.0    0.0   72.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B9d0
    0.0   18.1    0.0  289.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A8d0
    0.0   13.1    0.0  208.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F8d0
    0.0   36.1    0.0  437.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D2d0
    0.0   18.1    0.0  289.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013FFd0
    0.0    6.0    0.0   72.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A5d0
    0.0   15.1    0.0  196.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F9d0
    0.0    2.0    0.0   32.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C1d0
    0.0   17.1    0.0  216.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Ad0
    0.0    2.0    0.0   32.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013ADd0
    0.0   19.1    0.0  220.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CEd0
    0.0   16.1    0.0  200.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001398d0
    0.0    5.0    0.0   80.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Ad0
1495332099
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    5.3   0   1 c0t5000CCA0546345D8d0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    6.7   0   1 c0t5000CCA054645EACd0
1495332100
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   61.0    0.0  830.5  0.0  0.3    0.0    5.5   0  30 c0t5000CCA0546345D8d0
    0.0   61.0    0.0  830.5  0.0  0.3    0.0    5.3   0  29 c0t5000CCA054645EACd0
1495332101
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332102
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   15.0    0.0   85.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000107Ad0
    0.0   19.0    0.0  240.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001084d0
    0.0  100.1    0.0  365.3  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC480000107Cd0
    0.0  143.1    0.0  622.6  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000004EEd0
    0.0    2.0    0.0    6.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F8d0
    0.0   16.0    0.0   54.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F4d0
    0.0   29.0    0.0 2883.6  0.0  0.0    0.0    0.4   0   1 c0t60060E8007DC48000030DC48000004FAd0
    0.0    2.0    0.0    6.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004EBd0
    0.0    1.0    0.0    2.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F2d0
    0.0   15.0    0.0   85.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C2d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001403d0
    0.0   99.1    0.0 1970.7  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013B0d0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DDd0
    0.0   18.0    0.0  147.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E9d0
    0.0   92.1    0.0  539.0  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC480000139Fd0
    0.0   11.0    0.0   50.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013FCd0
    0.0   25.0    0.0  176.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E2d0
    0.0   18.0    0.0   58.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013AEd0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C5d0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B3d0
    0.0    3.0    0.0   15.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E4d0
    0.0   13.0    0.0   50.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C0d0
    0.0   24.0    0.0  191.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001391d0
    0.0   15.0    0.0   85.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EEd0
    0.0    2.0    0.0    6.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B1d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EAd0
    0.0   26.0    0.0  285.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B4d0
    0.0   18.0    0.0   58.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EDd0
    0.0   11.0    0.0   50.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013AAd0
    0.0    8.0    0.0   44.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E0d0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Bd0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001404d0
1495332103
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   40.1    0.0  210.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000107Ad0
    0.0   45.2    0.0  436.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001079d0
    0.0   40.1    0.0  146.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001084d0
    0.0   73.2    0.0  178.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000107Cd0
    0.0   71.2    0.0  178.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004EEd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F3d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004FDd0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F8d0
    0.0    5.0    0.0   20.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004FFd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F1d0
    0.0   11.0    0.0   36.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F4d0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004EBd0
    0.0    5.0    0.0    6.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F2d0
    0.0    1.0    0.0    1.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E7d0
    0.0   37.1    0.0  204.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013C2d0
    0.0   23.1    0.0   67.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A3d0
    0.0    2.0    0.0    2.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001403d0
    0.0   17.1    0.0   27.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B0d0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DDd0
    0.0   32.1    0.0  116.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013E9d0
    0.0   59.2    0.0 1045.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001405d0
    0.0   88.3    0.0  294.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC480000139Fd0
    0.0   34.1    0.0  804.7  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001385d0
    0.0   21.1    0.0   75.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013FCd0
    0.0   26.1    0.0  111.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F2d0
    0.0   33.1    0.0  132.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013E2d0
    0.0   11.0    0.0   40.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013AEd0
    0.0    2.0    0.0    2.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C5d0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B3d0
    0.0    3.0    0.0   23.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E4d0
    0.0   33.1    0.0  286.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013FAd0
    0.0   19.1    0.0   55.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C0d0
    0.0    8.0    0.0   22.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Dd0
    0.0   36.1    0.0  155.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001391d0
    0.0    1.0    0.0    2.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D8d0
    0.0    9.0    0.0   24.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001396d0
    0.0    3.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001381d0
    0.0   41.1    0.0  210.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013EEd0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C3d0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B1d0
    0.0    2.0    0.0    7.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Fd0
    0.0    2.0    0.0    2.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EAd0
    0.0    4.0    0.0   10.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E1d0
    0.0   68.2    0.0  381.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013DCd0
    0.0   37.1    0.0  146.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B4d0
    0.0   12.0    0.0   40.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EDd0
    0.0    1.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C6d0
    0.0   46.2    0.0  654.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013BCd0
    0.0   20.1    0.0   75.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013AAd0
    0.0    6.0    0.0   39.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E0d0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Bd0
    0.0   53.2    0.0  271.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013A4d0
    0.0   69.2    0.0  381.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013FBd0
    0.0    4.0    0.0   11.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001402d0
    0.0    3.0    0.0   11.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DAd0
    0.0    1.0    0.0    1.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001387d0
    0.0    2.0    0.0    8.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001404d0
1495332104
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332105
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   68.2    0.0  699.8  0.0  0.4    0.0    5.5   0  33 c0t5000CCA0546345D8d0
    0.0   68.2    0.0  699.8  0.0  0.4    0.0    5.3   0  33 c0t5000CCA054645EACd0
1495332106
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332107
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   83.2    0.0  512.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001088d0
    0.0   32.5    0.0  204.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000107Fd0
    0.0   31.5    0.0  106.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001085d0
    0.0    1.0    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F3d0
    0.0    3.0    0.0   10.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F5d0
    0.0    1.0    0.0    2.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004FBd0
    0.0    2.0    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004EFd0
    0.0    1.0    0.0    1.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004EAd0
    0.0   48.7    0.0  309.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004F6d0
    0.0    1.0    0.0    1.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F9d0
    0.0   88.3    0.0  570.4  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000004FEd0
    0.0   74.1    0.0  550.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001397d0
