1495332083
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   45.7    0.0  233.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013C7d0
    0.0   56.8    0.0 4330.7  0.0  0.0    0.0    0.3   0   2 c0t60060E8007DC48000030DC4800001405d0
    0.0    1.0    0.0    2.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001407d0
    0.0  260.8    0.0  974.3  0.0  0.0    0.0    0.2   0   5 c0t60060E8007DC48000030DC4800001385d0
    0.0  215.2    0.0  679.0  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC4800001384d0
    0.0    2.0    0.0    3.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001395d0
    0.0   46.7    0.0  233.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D9d0
    0.0    2.0    0.0    8.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D0d0
    0.0   45.7    0.0  309.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D4d0
    0.0    1.0    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C9d0
    0.0    3.0    0.0   12.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DBd0
    0.0    2.0    0.0    6.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F4d0
    0.0   87.3    0.0  512.0  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013A7d0
    0.0    2.0    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CCd0
    0.0  255.8    0.0  994.1  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC48000013BCd0
    0.0    4.1    0.0   14.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B6d0
    0.0  109.6    0.0  780.0  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013F6d0
    0.0    4.1    0.0   14.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013ECd0
    0.0    4.1    0.0   14.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D7d0
    0.0   89.3    0.0  516.1  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013A2d0
1495332108
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    5.9    0.0   64.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001088d0
    0.0    2.0    0.0    5.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000107Fd0
    0.0    3.0    0.0    4.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001085d0
    0.0   30.5    0.0  651.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004FCd0
    0.0    4.9    0.0   10.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004F6d0
    0.0    4.9    0.0   18.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004FEd0
    0.0    4.9    0.0   18.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001397d0
    0.0    2.0    0.0    7.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C7d0
    0.0    9.8    0.0   19.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001385d0
    0.0    9.8    0.0   19.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001384d0
    0.0    2.0    0.0    7.9  0.0  0.0    0.0    0.3   0   0 c0t60060E8007DC48000030DC48000013D9d0
    0.0   47.3    0.0  650.9  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013C8d0
    0.0    3.9    0.0    3.9  0.0  0.0    0.0    0.1   0   0 c0t60060E8007DC48000030DC480000138Dd0
    0.0    4.9    0.0   10.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D4d0
    0.0   49.2    0.0  651.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013DFd0
    0.0   28.6    0.0  394.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013DBd0
    0.0    3.9    0.0    3.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Cd0
    0.0    5.9    0.0   64.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A7d0
    0.0    9.8    0.0   19.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BCd0
    0.0   33.5    0.0  394.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B6d0
    0.0    6.9    0.0   26.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F6d0
    0.0   30.5    0.0  394.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D7d0
    0.0    3.9    0.0    3.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Bd0
    0.0    6.9    0.0   64.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A2d0
1495332109
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332110
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   99.6    0.0 1555.7  0.0  0.5    0.0    5.3   0  48 c0t5000CCA0546345D8d0
    0.0   99.6    0.0 1555.7  0.0  0.6    0.0    5.6   0  51 c0t5000CCA054645EACd0
1495332111
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   29.5    0.0  118.2  0.0  0.1    0.0    4.1   0  12 c0t5000CCA0546345D8d0
    0.0   29.5    0.0  118.2  0.0  0.1    0.0    3.9   0  12 c0t5000CCA054645EACd0
1495332112
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   13.9    0.0  176.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000107Ed0
    0.0   28.9    0.0  182.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001081d0
    0.0   66.7    0.0  607.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001074d0
    0.0   32.8    0.0  364.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004F1d0
    0.0   25.9    0.0 1716.3  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC48000013A6d0
    0.0  134.4    0.0  403.6  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013BBd0
    0.0    2.0    0.0  128.4  0.0  0.0    0.0    0.3   0   0 c0t60060E8007DC48000030DC48000013B7d0
    0.0  133.4    0.0  535.4  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013BFd0
    0.0   37.8    0.0  279.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F5d0
    0.0   20.9    0.0   71.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013FDd0
    0.0   37.8    0.0 1287.3  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC48000013B2d0
    0.0  105.5    0.0  441.9  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013CAd0
    0.0   29.9    0.0  198.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013D6d0
    0.0   94.5    0.0  396.1  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013A0d0
    0.0   21.9    0.0 1065.4  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC48000013CFd0
    0.0   68.7    0.0  561.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013CDd0
    0.0    1.0    0.0    1.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Ed0
    0.0   95.5    0.0  364.7  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013AFd0
    0.0   69.7    0.0  613.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013A9d0
1495332113
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    9.0    0.0   39.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001081d0
    0.0   79.3    0.0  876.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001074d0
    0.0    7.0    0.0   25.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BBd0
    0.0    7.0    0.0   25.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BFd0
    0.0   38.2    0.0  418.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F5d0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Fd0
    0.0   38.2    0.0  108.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013CAd0
    0.0    5.0    0.0   23.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D6d0
    0.0   72.3    0.0  546.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013A0d0
    0.0   86.4    0.0  820.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013CDd0
    0.0   59.3    0.0  476.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013AFd0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000138Ed0
    0.0    4.0    0.0    4.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001390d0
    0.0   98.4    0.0  915.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013A9d0
1495332114
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    1.0    1.0    0.1    4.0  0.0  0.0    0.0    2.6   0   1 c0t5000CCA0546345D8d0
    1.0    1.0    0.1    4.0  0.0  0.0    0.0    3.0   0   1 c0t5000CCA054645EACd0
    2.0    0.0    0.1    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054649E58d0
    1.0    0.0    0.1    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054646F50d0
1495332115
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    1.0   61.9    0.1  920.3  0.0  0.3    0.0    5.5   0  30 c0t5000CCA0546345D8d0
    1.0   61.9    0.1  920.3  0.0  0.3    0.0    5.4   0  31 c0t5000CCA054645EACd0
1495332116
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    2.0    0.0    0.1    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054649E58d0
    1.0    0.0    0.1    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054646F50d0
1495332117
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   39.9    0.0 1572.0  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC4800001081d0
    0.0    3.0    0.0   15.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001074d0
    0.0   72.8    0.0  461.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004F0d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004ECd0
    0.0   28.9    0.0  164.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004EDd0
    0.0  167.5    0.0  783.5  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC4800001382d0
    0.0   32.9    0.0  140.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC480000139Dd0
    0.0   13.0    0.0   82.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E6d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Bd0
    0.0   28.9    0.0  302.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001394d0
    0.0    2.0    0.0    3.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001401d0
    0.0  140.6    0.0  747.1  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC4800001386d0
    0.0  138.6    0.0  668.4  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013EFd0
    0.0    1.0    0.0    1.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F5d0
    0.0   46.9    0.0  388.8  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013C4d0
    0.0   47.8    0.0 3988.8  0.0  0.0    0.0    0.3   0   2 c0t60060E8007DC48000030DC48000013D6d0
    0.0    4.0    0.0    6.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F7d0
    0.0   24.9    0.0  127.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BDd0
    0.0   40.9    0.0  319.5  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001388d0
    0.0   31.9    0.0  203.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001400d0
    0.0    3.0    0.0    9.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CDd0
    0.0   28.9    0.0  202.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013DEd0
    0.0   50.8    0.0  283.6  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013E8d0
    0.0    3.0    0.0    5.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E5d0
    0.0    2.0    0.0    3.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001390d0
    0.0    3.0    0.0   10.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001393d0
    0.0   75.8    0.0  475.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F0d0
1495332118
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   25.4    0.0  518.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001086d0
    0.0   26.5    0.0  372.4  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004F0d0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BEd0
    0.0   24.4    0.0  104.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001382d0
    0.0    1.0    0.0    3.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Dd0
    0.0   39.7    0.0  538.3  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013E6d0
    0.0   35.6    0.0  518.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013B8d0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C0d0
    0.0   27.5    0.0  121.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001386d0
    0.0   22.4    0.0   97.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013EFd0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013BFd0
    0.0   14.2    0.0  157.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013C4d0
    0.0    1.0    0.0    9.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001388d0
    0.0    1.0    0.0    9.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001400d0
    0.0    1.0    0.0    9.7  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DEd0
    0.0    1.0    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013E8d0
    0.0   28.5    0.0  256.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F0d0
1495332119
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332120
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    1.0   66.9    0.1  827.3  0.0  0.7    0.0   10.4   0  66 c0t5000CCA0546345D8d0
    1.0   66.9    0.1  827.3  0.0  0.7    0.0   10.5   0  68 c0t5000CCA054645EACd0
    2.0    0.0    0.2    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054649E58d0
    1.0    0.0    0.1    0.0  0.0  0.0    0.0    0.0   0   0 c0t5000CCA054646F50d0
1495332121
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332122
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0  216.0    0.0  994.5  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC4800001086d0
    0.0   40.0    0.0  428.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000004E9d0
    0.0  101.0    0.0  602.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000004F7d0
    0.0  177.0    0.0  613.5  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013BEd0
    0.0   40.0    0.0 3141.6  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC48000013E6d0
    0.0  218.0    0.0 1722.1  0.0  0.0    0.0    0.2   0   4 c0t60060E8007DC48000030DC48000013B8d0
    0.0   36.0    0.0  345.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F1d0
    0.0   98.0    0.0  572.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013FEd0
    0.0  104.0    0.0  809.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC4800001389d0
    0.0   74.0    0.0  625.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F3d0
    0.0  101.0    0.0  575.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013ABd0
    0.0   87.0    0.0  603.5  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC480000138Cd0
    0.0    1.0    0.0   16.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Cd0
    0.0   89.0    0.0  737.0  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013D3d0
1495332123
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   16.3    0.0  341.4  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000004E9d0
    0.0    2.0    0.0   32.5  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013A1d0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DDd0
    0.0   22.4    0.0  438.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013ACd0
    0.0   19.3    0.0  373.9  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F1d0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DFd0
    0.0   24.4    0.0  438.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CBd0
    0.0   22.4    0.0  325.2  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013F3d0
    0.0   27.4    0.0  503.0  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC4800001392d0
    0.0    4.1    0.0   65.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001383d0
    0.0    3.0    0.0   48.8  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC480000139Cd0
    0.0    4.1    0.0    4.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013DEd0
    0.0    4.1    0.0   65.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013D1d0
1495332124
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332125
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0   81.1    0.0  738.8  0.0  0.4    0.0    5.3   0  38 c0t5000CCA0546345D8d0
    0.0   80.1    0.0  738.8  0.0  0.4    0.0    5.2   0  38 c0t5000CCA054645EACd0
1495332126
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
1495332127
                    extended device statistics              
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    1.0    0.0   25.0  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013B5d0
    0.0    1.0    0.0   18.6  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013ACd0
    0.0  141.3    0.0  927.5  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC48000013EBd0
    0.0  113.8    0.0  861.2  0.0  0.0    0.0    0.2   0   2 c0t60060E8007DC48000030DC48000013A8d0
    0.0   39.3    0.0  258.1  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013F8d0
    0.0    9.8    0.0  688.5  0.0  0.0    0.0    0.3   0   0 c0t60060E8007DC48000030DC4800001399d0
    0.0    2.9    0.0   34.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CBd0
    0.0   67.7    0.0  515.2  0.0  0.0    0.0    0.2   0   1 c0t60060E8007DC48000030DC48000013FFd0
    0.0    2.0    0.0  132.0  0.0  0.0    0.0    0.3   0   0 c0t60060E8007DC48000030DC4800001406d0
    0.0    1.0    0.0   11.3  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC4800001392d0
    0.0    4.9    0.0   19.1  0.0  0.0    0.0    0.2   0   0 c0t60060E8007DC48000030DC48000013CEd0
    0.0   35.3    0.0 2252.8  0.0  0.0    0.0    0.3   0   1 c0t60060E8007DC48000030DC480000138Ed0
    0.0  148.2    0.0  905.3  0.0  0.0    0.0    0.2   0   3 c0t60060E8007DC48000030DC480000139Ad0
    0.0    2.0    0.0  188.9  0.0  0.0    0.0    0.4   0   0 c0t60060E8007DC48000030DC48000013E3d0
