datetime	kernel	exec_and_libs	anon	guest	page_cache	zfs_metadata	zfs_file_data	free_cachelist	free_freelist	total
2015-07-08 04:13:13	53472342835	20078972108	78383153152	0	7301444403	8375186227	652727654809	18897856102	258771779584	1098437885952
2015-07-08 04:13:43	53472342835	20078972108	78383153152	0	7408818585	8375186227	652727654809	18790481920	258664405401	1098437885952
2015-07-08 04:14:13	53472342835	20078972108	78383153152	0	6979321856	8375186227	652727654809	19434727014	258557031219	1098437885952
2015-07-08 04:14:43	53472342835	20078972108	78383153152	0	7194070220	8375186227	652835028992	19112604467	258557031219	1098437885952
2015-07-08 04:15:13	53472342835	20078972108	78383153152	0	7408818585	8375186227	652835028992	19005230284	258449657036	1098437885952
2015-07-08 04:15:43	53472342835	20078972108	78597901516	0	7516192768	8375186227	652835028992	18790481920	258449657036	1098437885952
2015-07-08 04:16:13	53472342835	20078972108	78597901516	0	4939212390	8375186227	652835028992	17716740096	261993005056	1098437885952
2015-07-08 04:16:43	53472342835	20186346291	78383153152	0	5046586572	8375186227	652835028992	17501991731	262207753420	1098437885952
2015-07-08 04:17:13	53472342835	20078972108	78383153152	0	5368709120	8375186227	652835028992	17394617548	261993005056	1098437885952
2015-07-08 04:17:43	53472342835	20078972108	78383153152	0	5583457484	8375186227	652835028992	17394617548	261885630873	1098437885952
2015-07-08 04:18:13	53472342835	20078972108	78383153152	0	4939212390	8375186227	652835028992	18146236825	261670882508	1098437885952
2015-07-08 04:18:43	53472342835	20078972108	78383153152	0	5261334937	8375186227	652835028992	18146236825	261456134144	1098437885952
2015-07-08 04:19:13	53472342835	20078972108	78383153152	0	5476083302	8375186227	652835028992	18038862643	261348759961	1098437885952
2015-07-08 04:19:43	53472342835	20078972108	78490527334	0	5798205849	8375186227	652835028992	17931488460	261134011596	1098437885952
2015-07-08 04:20:13	53472342835	20078972108	78490527334	0	6012954214	8375186227	652835028992	17824114278	260919263232	1098437885952
2015-07-08 04:20:43	53472342835	20078972108	78490527334	0	5368709120	8375186227	652835028992	18575733555	260811889049	1098437885952
2015-07-08 04:21:13	53472342835	20078972108	78490527334	0	5583457484	8375186227	652835028992	18468359372	260704514867	1098437885952
2015-07-08 04:21:43	53472342835	20078972108	78490527334	0	5798205849	8375186227	652835028992	18360985190	260489766502	1098437885952
2015-07-08 04:22:13	53472342835	20078972108	78490527334	0	6012954214	8375186227	652835028992	18253611008	260382392320	1098437885952
2015-07-08 04:22:43	53472342835	20078972108	78490527334	0	6227702579	8375186227	652835028992	18253611008	260275018137	1098437885952
2015-07-08 04:23:13	53472342835	20078972108	78490527334	0	5583457484	8375186227	652835028992	19005230284	260167643955	1098437885952
2015-07-08 04:23:44	53472342835	20078972108	78490527334	0	5798205849	8375186227	652835028992	18897856102	259952895590	1098437885952
2015-07-08 04:24:14	53472342835	20078972108	78490527334	0	6012954214	8375186227	652835028992	18897856102	259845521408	1098437885952
2015-07-08 04:24:44	53472342835	20078972108	78597901516	0	6227702579	8375186227	652835028992	18790481920	259630773043	1098437885952
2015-07-08 04:25:14	53472342835	20078972108	78597901516	0	5798205849	8375186227	652835028992	19112604467	259845521408	1098437885952
2015-07-08 04:25:44	53472342835	20078972108	78490527334	0	5798205849	8375186227	652835028992	19112604467	259845521408	1098437885952
2015-07-08 04:26:14	53472342835	20078972108	78597901516	0	6012954214	8375186227	652835028992	19005230284	259630773043	1098437885952
2015-07-08 04:26:44	53472342835	20078972108	78597901516	0	6227702579	8375186227	652835028992	18897856102	259523398860	1098437885952
2015-07-08 04:27:14	53472342835	20078972108	78597901516	0	5583457484	8375186227	652835028992	19649475379	259416024678	1098437885952
2015-07-08 04:27:44	53472342835	20078972108	78597901516	0	5905580032	8375186227	652835028992	19542101196	259308650496	1098437885952
2015-07-08 04:28:14	53472342835	20078972108	78597901516	0	6120328396	8375186227	652835028992	19542101196	258986527948	1098437885952
2015-07-08 04:28:44	53579717017	20078972108	78597901516	0	6335076761	7838315315	652083409715	19434727014	259952895590	1098437885952
2015-07-08 04:29:14	53579717017	20078972108	78705275699	0	5905580032	7838315315	652620280627	20078972108	259308650496	1098437885952
2015-07-08 04:29:44	53579717017	20078972108	78705275699	0	6120328396	7838315315	652620280627	19971597926	259093902131	1098437885952
2015-07-08 04:30:14	53579717017	20186346291	78705275699	0	6549825126	7945689497	652620280627	20401094656	257912786124	1098437885952
2015-07-08 04:30:44	53579717017	20186346291	78705275699	0	6764573491	8267812044	652620280627	20401094656	257483289395	1098437885952
2015-07-08 04:31:14	53579717017	20186346291	78812649881	0	4724464025	8267812044	652620280627	18253611008	261670882508	1098437885952
2015-07-08 04:31:44	53579717017	20186346291	78812649881	0	4617089843	8267812044	652620280627	18253611008	261670882508	1098437885952
2015-07-08 04:32:14	53579717017	20186346291	78812649881	0	4831838208	8267812044	652620280627	18253611008	261456134144	1098437885952
2015-07-08 04:32:44	53579717017	20186346291	78812649881	0	5046586572	8267812044	652620280627	18253611008	261241385779	1098437885952
2015-07-08 04:33:14	53579717017	20186346291	78812649881	0	5368709120	8267812044	652620280627	18146236825	261026637414	1098437885952
2015-07-08 04:33:44	53579717017	20186346291	78812649881	0	5046586572	8267812044	652620280627	18683107737	260811889049	1098437885952
2015-07-08 04:34:14	53579717017	20186346291	78812649881	0	5261334937	8267812044	652620280627	18575733555	260704514867	1098437885952
2015-07-08 04:34:44	53579717017	20186346291	78812649881	0	5476083302	8267812044	652620280627	18468359372	260489766502	1098437885952
2015-07-08 04:35:14	53579717017	20186346291	78812649881	0	5798205849	8267812044	652620280627	18360985190	260382392320	1098437885952
2015-07-08 04:35:44	53579717017	20186346291	78812649881	0	5368709120	8267812044	652620280627	18897856102	260167643955	1098437885952
2015-07-08 04:36:14	53579717017	20186346291	78920024064	0	5690831667	8267812044	652620280627	18897856102	259952895590	1098437885952
2015-07-08 04:36:44	53579717017	20186346291	78812649881	0	5905580032	8267812044	652620280627	18790481920	259845521408	1098437885952
2015-07-08 04:37:14	53579717017	20078972108	78920024064	0	6120328396	8267812044	652620280627	18790481920	259630773043	1098437885952
2015-07-08 04:37:44	53579717017	20078972108	78920024064	0	6012954214	8267812044	652620280627	19005230284	259523398860	1098437885952
2015-07-08 04:38:14	53579717017	20078972108	78920024064	0	5905580032	8267812044	652620280627	19219978649	259416024678	1098437885952
2015-07-08 04:38:44	53579717017	20186346291	78920024064	0	6120328396	8267812044	652620280627	19112604467	259201276313	1098437885952
2015-07-08 04:39:14	53579717017	20186346291	78920024064	0	6335076761	8267812044	652620280627	19005230284	259093902131	1098437885952
2015-07-08 04:39:44	53579717017	20186346291	78920024064	0	6549825126	8267812044	652620280627	19005230284	258986527948	1098437885952
2015-07-08 04:40:14	53579717017	20186346291	78920024064	0	6012954214	8267812044	652620280627	19864223744	258557031219	1098437885952
2015-07-08 04:40:44	53579717017	20186346291	78920024064	0	6335076761	8267812044	652620280627	19756849561	258449657036	1098437885952
2015-07-08 04:41:14	53579717017	20186346291	78920024064	0	6442450944	8267812044	652620280627	19649475379	258342282854	1098437885952
2015-07-08 04:41:44	53579717017	20186346291	78920024064	0	6657199308	8267812044	652620280627	19649475379	258234908672	1098437885952
2015-07-08 04:42:14	53579717017	20078972108	78920024064	0	6227702579	8267812044	652620280627	20078972108	258127534489	1098437885952
2015-07-08 04:42:44	53579717017	20078972108	78920024064	0	6442450944	8267812044	652620280627	19971597926	257912786124	1098437885952
2015-07-08 04:43:14	53579717017	20078972108	78920024064	0	6657199308	8267812044	652620280627	19971597926	257805411942	1098437885952
2015-07-08 04:43:44	53579717017	20078972108	78920024064	0	6871947673	8267812044	652620280627	19864223744	257698037760	1098437885952
2015-07-08 04:44:14	53579717017	20078972108	78920024064	0	6227702579	8267812044	652620280627	20615843020	257590663577	1098437885952
2015-07-08 04:44:44	53579717017	20078972108	78920024064	0	6335076761	8375186227	652620280627	20615843020	257375915212	1098437885952
2015-07-08 04:45:14	53579717017	20078972108	79671643340	0	6549825126	8375186227	652620280627	20508468838	256624295936	1098437885952
2015-07-08 04:45:44	53579717017	20078972108	79671643340	0	6764573491	8375186227	652620280627	20401094656	256409547571	1098437885952
2015-07-08 04:46:14	53579717017	20078972108	79779017523	0	4617089843	8375186227	652620280627	18360985190	260597140684	1098437885952
2015-07-08 04:46:44	53579717017	20186346291	79779017523	0	4294967296	8375186227	652620280627	18575733555	260704514867	1098437885952
2015-07-08 04:47:14	53579717017	20078972108	79779017523	0	4509715660	8375186227	652620280627	18360985190	260704514867	1098437885952
2015-07-08 04:47:44	53579717017	20078972108	79779017523	0	4724464025	8375186227	652620280627	18360985190	260489766502	1098437885952
2015-07-08 04:48:14	53579717017	20078972108	79779017523	0	4939212390	8375186227	652620280627	18253611008	260382392320	1098437885952
2015-07-08 04:48:44	53579717017	20186346291	79779017523	0	4617089843	8375186227	652620280627	18790481920	260167643955	1098437885952
2015-07-08 04:49:14	53579717017	20078972108	79886391705	0	4831838208	8375186227	652620280627	18683107737	259845521408	1098437885952
2015-07-08 04:49:44	53579717017	20078972108	79671643340	0	5153960755	8375186227	652620280627	18683107737	259738147225	1098437885952
2015-07-08 04:50:14	53579717017	20078972108	80315888435	0	5476083302	8375186227	652620280627	18575733555	258879153766	1098437885952
2015-07-08 04:50:44	53579717017	20078972108	79779017523	0	5153960755	8375186227	652620280627	19112604467	259416024678	1098437885952
2015-07-08 04:51:14	53579717017	20078972108	79779017523	0	5368709120	8375186227	652620280627	19005230284	259201276313	1098437885952
2015-07-08 04:51:44	53579717017	20078972108	79671643340	0	5583457484	8375186227	652620280627	18897856102	259093902131	1098437885952
2015-07-08 04:52:14	53579717017	20078972108	79671643340	0	5798205849	8375186227	652620280627	18897856102	258986527948	1098437885952
2015-07-08 04:52:44	53579717017	20078972108	79671643340	0	5046586572	8375186227	652620280627	19756849561	258879153766	1098437885952
2015-07-08 04:53:14	53579717017	20078972108	79671643340	0	5153960755	8375186227	652620280627	19756849561	258664405401	1098437885952
2015-07-08 04:53:44	53579717017	20078972108	79671643340	0	5368709120	8375186227	652620280627	19649475379	258557031219	1098437885952
2015-07-08 04:54:14	53579717017	20078972108	79779017523	0	5583457484	8375186227	652620280627	19542101196	258342282854	1098437885952
2015-07-08 04:54:44	53579717017	20078972108	79779017523	0	5798205849	8375186227	652620280627	19434727014	258234908672	1098437885952
2015-07-08 04:55:14	53579717017	20078972108	79779017523	0	5153960755	8375186227	652620280627	20293720473	258127534489	1098437885952
2015-07-08 04:55:44	53579717017	20186346291	79779017523	0	5368709120	8375186227	652620280627	20078972108	258020160307	1098437885952
2015-07-08 04:56:14	53579717017	20078972108	79779017523	0	5690831667	8375186227	652620280627	20078972108	257805411942	1098437885952
2015-07-08 04:56:44	53579717017	20078972108	79779017523	0	6012954214	8375186227	652620280627	19971597926	257590663577	1098437885952
2015-07-08 04:57:14	53579717017	20078972108	79779017523	0	6012954214	8375186227	652620280627	19756849561	257590663577	1098437885952
2015-07-08 04:57:44	53579717017	20078972108	79779017523	0	5583457484	8375186227	652620280627	20508468838	257375915212	1098437885952
2015-07-08 04:58:14	53579717017	20078972108	79779017523	0	5798205849	8375186227	652620280627	20401094656	257268541030	1098437885952
2015-07-08 04:58:44	53579717017	20078972108	79886391705	0	6120328396	8375186227	652620280627	20293720473	257161166848	1098437885952
2015-07-08 04:59:14	53579717017	20078972108	79886391705	0	6335076761	8375186227	652620280627	20078972108	256946418483	1098437885952
2015-07-08 04:59:44	53579717017	20078972108	79886391705	0	6012954214	8375186227	652620280627	20508468838	256839044300	1098437885952
2015-07-08 05:00:14	53579717017	20078972108	79886391705	0	5905580032	8375186227	652620280627	20830591385	256624295936	1098437885952
2015-07-08 05:00:44	53579717017	20078972108	79886391705	0	6227702579	8375186227	652620280627	20723217203	256516921753	1098437885952
2015-07-08 05:01:14	53579717017	20186346291	79886391705	0	4187593113	8375186227	652620280627	18575733555	260597140684	1098437885952
2015-07-08 05:01:44	53579717017	20078972108	79886391705	0	3865470566	8482560409	652620280627	18897856102	260597140684	1098437885952
2015-07-08 05:02:14	53579717017	20078972108	79993765888	0	3221225472	8482560409	652620280627	17179869184	262637250150	1098437885952
2015-07-08 05:02:44	53579717017	20078972108	79993765888	0	3543348019	8482560409	652620280627	17072495001	262529875968	1098437885952
2015-07-08 05:03:14	53579717017	20078972108	79993765888	0	3758096384	8482560409	652620280627	17072495001	262315127603	1098437885952
2015-07-08 05:03:44	53579717017	20078972108	79886391705	0	3650722201	8482560409	652620280627	17394617548	262207753420	1098437885952
2015-07-08 05:04:14	53579717017	20078972108	79993765888	0	3865470566	8482560409	652620280627	17287243366	261993005056	1098437885952
2015-07-08 05:04:44	53579717017	20078972108	79993765888	0	4187593113	8482560409	652620280627	17287243366	261670882508	1098437885952
2015-07-08 05:05:14	53579717017	20078972108	79993765888	0	4617089843	8482560409	652620280627	17179869184	261241385779	1098437885952
2015-07-08 05:05:44	53579717017	20078972108	80101140070	0	4724464025	8482560409	652620280627	17287243366	261026637414	1098437885952
2015-07-08 05:06:14	53579717017	20078972108	80208514252	0	4724464025	8482560409	652620280627	17609365913	260597140684	1098437885952
2015-07-08 05:06:44	53579717017	20078972108	80208514252	0	5046586572	8482560409	652620280627	17501991731	260382392320	1098437885952
2015-07-08 05:07:14	53579717017	20078972108	80208514252	0	5368709120	8482560409	652620280627	17501991731	260060269772	1098437885952
2015-07-08 05:07:44	53579717017	20078972108	80208514252	0	5690831667	8482560409	652620280627	17394617548	259845521408	1098437885952
2015-07-08 05:08:14	53579717017	20078972108	80208514252	0	5476083302	8482560409	652620280627	17824114278	259630773043	1098437885952
2015-07-08 05:08:44	53579717017	20078972108	80208514252	0	5690831667	8482560409	652620280627	17824114278	259416024678	1098437885952
2015-07-08 05:09:14	53579717017	20186346291	80208514252	0	6012954214	8482560409	652620280627	17716740096	259201276313	1098437885952
2015-07-08 05:09:44	53579717017	20078972108	80208514252	0	6227702579	8482560409	652620280627	17609365913	258986527948	1098437885952
2015-07-08 05:10:14	53579717017	20078972108	80208514252	0	6120328396	8482560409	652620280627	18038862643	258771779584	1098437885952
2015-07-08 05:10:44	53579717017	20078972108	80208514252	0	6120328396	8482560409	652620280627	18253611008	258557031219	1098437885952
2015-07-08 05:11:14	53579717017	20078972108	80638010982	0	6335076761	8482560409	652620280627	18146236825	258020160307	1098437885952
2015-07-08 05:11:44	53579717017	20078972108	80638010982	0	6657199308	8482560409	652620280627	18038862643	257912786124	1098437885952
2015-07-08 05:12:14	53579717017	20078972108	80530636800	0	6764573491	8482560409	652620280627	17931488460	257805411942	1098437885952
2015-07-08 05:12:44	53579717017	20078972108	80208514252	0	6442450944	8482560409	652620280627	18468359372	257912786124	1098437885952
2015-07-08 05:13:14	53579717017	20078972108	80208514252	0	6764573491	8482560409	652620280627	18360985190	257698037760	1098437885952
2015-07-08 05:13:44	53579717017	20078972108	80315888435	0	6979321856	8482560409	652620280627	18253611008	257590663577	1098437885952
2015-07-08 05:14:14	53579717017	20078972108	80315888435	0	7194070220	8482560409	652620280627	18146236825	257483289395	1098437885952
2015-07-08 05:14:44	53579717017	20078972108	80315888435	0	6764573491	8482560409	652620280627	18683107737	257375915212	1098437885952
2015-07-08 05:15:14	53579717017	20078972108	80315888435	0	7194070220	8482560409	652620280627	18575733555	257161166848	1098437885952
2015-07-08 05:15:44	53579717017	20186346291	79886391705	0	7408818585	8482560409	652620280627	18468359372	257375915212	1098437885952
2015-07-08 05:16:14	53579717017	20186346291	79564269158	0	5583457484	8482560409	652620280627	16965120819	260919263232	1098437885952
2015-07-08 05:16:44	53579717017	20186346291	79564269158	0	5261334937	8482560409	652620280627	17394617548	260811889049	1098437885952
2015-07-08 05:17:14	53579717017	20078972108	79564269158	0	5583457484	8482560409	652620280627	17287243366	260597140684	1098437885952
2015-07-08 05:17:44	53579717017	20078972108	79671643340	0	5905580032	8482560409	652620280627	17179869184	260275018137	1098437885952
2015-07-08 05:18:14	53579717017	20078972108	79671643340	0	6227702579	8482560409	652620280627	17179869184	260060269772	1098437885952
2015-07-08 05:18:44	53579717017	20078972108	79671643340	0	5905580032	8482560409	652620280627	17824114278	259738147225	1098437885952
2015-07-08 05:19:14	53579717017	20078972108	79671643340	0	6120328396	8589934592	652620280627	17824114278	259523398860	1098437885952
2015-07-08 05:19:44	53579717017	20078972108	79671643340	0	6442450944	8589934592	652620280627	17716740096	259308650496	1098437885952
2015-07-08 05:20:14	53579717017	20078972108	79671643340	0	6657199308	8589934592	652620280627	17716740096	259093902131	1098437885952
2015-07-08 05:20:45	53579717017	20078972108	79671643340	0	6979321856	8589934592	652620280627	17716740096	258771779584	1098437885952
2015-07-08 05:21:15	53579717017	20078972108	79671643340	0	6549825126	8589934592	652620280627	18253611008	258664405401	1098437885952
2015-07-08 05:21:45	53579717017	20078972108	79671643340	0	7516192768	8589934592	652620280627	18146236825	257805411942	1098437885952
2015-07-08 05:22:15	53579717017	20078972108	79671643340	0	8375186227	8589934592	652620280627	18038862643	256946418483	1098437885952
2015-07-08 05:22:45	53579717017	20078972108	79779017523	0	8697308774	8589934592	652620280627	18038862643	256731670118	1098437885952
2015-07-08 05:23:15	53579717017	20078972108	79779017523	0	8160437862	8589934592	652620280627	18683107737	256516921753	1098437885952
2015-07-08 05:23:45	53579717017	20078972108	79779017523	0	8482560409	8589934592	652620280627	18575733555	256302173388	1098437885952
2015-07-08 05:24:15	53579717017	20078972108	79779017523	0	8804682956	8589934592	652620280627	18468359372	256087425024	1098437885952
2015-07-08 05:24:45	53579717017	20078972108	79779017523	0	9019431321	8589934592	652620280627	18360985190	255980050841	1098437885952
2015-07-08 05:25:15	53579717017	20078972108	79779017523	0	8589934592	8589934592	652620280627	18897856102	255872676659	1098437885952
2015-07-08 05:25:45	53579717017	20078972108	79779017523	0	8697308774	8589934592	652620280627	18897856102	255765302476	1098437885952
2015-07-08 05:26:15	53579717017	20186346291	79779017523	0	9019431321	8589934592	652620280627	18790481920	255550554112	1098437885952
2015-07-08 05:26:45	53579717017	20078972108	79779017523	0	9234179686	8589934592	652620280627	18683107737	255335805747	1098437885952
2015-07-08 05:27:15	53579717017	20078972108	79779017523	0	8912057139	8589934592	652620280627	19219978649	255228431564	1098437885952
2015-07-08 05:27:45	53579717017	20078972108	79779017523	0	8375186227	8589934592	652620280627	19864223744	255013683200	1098437885952
2015-07-08 05:28:15	53579717017	20078972108	79886391705	0	8697308774	8589934592	652620280627	19649475379	254906309017	1098437885952
2015-07-08 05:28:45	53579717017	20078972108	79886391705	0	8912057139	8589934592	652620280627	19542101196	254798934835	1098437885952
2015-07-08 05:29:15	53579717017	20078972108	79886391705	0	9234179686	8589934592	652620280627	19434727014	254476812288	1098437885952
2015-07-08 05:29:45	53579717017	20078972108	79886391705	0	8375186227	8589934592	652620280627	20508468838	254369438105	1098437885952
2015-07-08 05:30:15	53579717017	20078972108	79886391705	0	8697308774	8589934592	652620280627	20401094656	254262063923	1098437885952
2015-07-08 05:30:45	53579717017	20078972108	79886391705	0	8912057139	8589934592	652620280627	20293720473	254154689740	1098437885952
2015-07-08 05:31:15	53579717017	20078972108	79886391705	0	6657199308	8589934592	652620280627	18360985190	258234908672	1098437885952
2015-07-08 05:31:45	53579717017	20078972108	79886391705	0	6979321856	8589934592	652620280627	18253611008	258127534489	1098437885952
2015-07-08 05:32:15	53579717017	20078972108	79886391705	0	6335076761	8589934592	652620280627	19005230284	257912786124	1098437885952
2015-07-08 05:32:45	53579717017	20078972108	79886391705	0	6764573491	8589934592	652620280627	18897856102	257590663577	1098437885952
2015-07-08 05:33:15	53579717017	20078972108	79886391705	0	7086696038	8589934592	652620280627	18790481920	257375915212	1098437885952
2015-07-08 05:33:45	53579717017	20078972108	79993765888	0	7408818585	8589934592	652620280627	18683107737	257161166848	1098437885952
2015-07-08 05:34:15	53579717017	20078972108	79993765888	0	7623566950	8589934592	652620280627	18683107737	256946418483	1098437885952
2015-07-08 05:34:45	53579717017	20078972108	79993765888	0	7194070220	8589934592	652620280627	19327352832	256624295936	1098437885952
2015-07-08 05:35:15	53579717017	20078972108	79993765888	0	7623566950	8589934592	652620280627	19219978649	256302173388	1098437885952
2015-07-08 05:35:45	53579717017	20078972108	79993765888	0	7945689497	8589934592	652620280627	19112604467	256087425024	1098437885952
2015-07-08 05:36:15	53579717017	20078972108	79993765888	0	7301444403	8589934592	652620280627	19864223744	255872676659	1098437885952
2015-07-08 05:36:45	53579717017	20186346291	79993765888	0	7623566950	8589934592	652620280627	19756849561	255765302476	1098437885952
2015-07-08 05:37:15	53579717017	20186346291	79993765888	0	7945689497	8589934592	652620280627	19649475379	255550554112	1098437885952
2015-07-08 05:37:45	53579717017	20186346291	79993765888	0	8160437862	8589934592	652620280627	19542101196	255335805747	1098437885952
2015-07-08 05:38:15	53579717017	20186346291	79993765888	0	8053063680	8589934592	652620280627	19971597926	255121057382	1098437885952
2015-07-08 05:38:45	53579717017	20186346291	79993765888	0	8053063680	8589934592	652620280627	20078972108	254906309017	1098437885952
2015-07-08 05:39:15	53579717017	20078972108	79993765888	0	8375186227	8589934592	652620280627	19971597926	254691560652	1098437885952
2015-07-08 05:39:45	53579717017	20078972108	79993765888	0	8697308774	8589934592	652620280627	19864223744	254476812288	1098437885952
2015-07-08 05:40:15	53579717017	20078972108	80101140070	0	9019431321	8589934592	652620280627	19864223744	254154689740	1098437885952
2015-07-08 05:40:45	53579717017	20078972108	80101140070	0	8589934592	8589934592	652620280627	20508468838	253939941376	1098437885952
2015-07-08 05:41:15	53579717017	20078972108	80101140070	0	8912057139	8589934592	652620280627	20401094656	253725193011	1098437885952
2015-07-08 05:41:45	53579717017	20078972108	80101140070	0	9341553868	8589934592	652620280627	20186346291	253510444646	1098437885952
2015-07-08 05:42:15	53579717017	20078972108	80101140070	0	9448928051	8589934592	652620280627	20078972108	253510444646	1098437885952
2015-07-08 05:42:45	53579717017	20078972108	80101140070	0	9019431321	8589934592	652620280627	20615843020	253295696281	1098437885952
2015-07-08 05:43:15	53579717017	20078972108	80208514252	0	9341553868	8589934592	652620280627	20508468838	253080947916	1098437885952
2015-07-08 05:43:45	53579717017	20078972108	80208514252	0	9663676416	8589934592	652620280627	20401094656	252866199552	1098437885952
2015-07-08 05:44:15	53579717017	20078972108	80208514252	0	9985798963	8589934592	652620280627	20293720473	252651451187	1098437885952
2015-07-08 05:44:45	53579717017	20078972108	80208514252	0	10200547328	8589934592	652620280627	20186346291	252436702822	1098437885952
2015-07-08 05:45:15	53579717017	20078972108	80208514252	0	9341553868	8589934592	652620280627	21045339750	252544077004	1098437885952
2015-07-08 05:45:45	53579717017	20078972108	80208514252	0	9663676416	8589934592	652620280627	20830591385	252436702822	1098437885952
2015-07-08 05:46:15	53579717017	20078972108	80208514252	0	7086696038	8589934592	652620280627	18897856102	256946418483	1098437885952
2015-07-08 05:46:45	53579717017	20078972108	80208514252	0	7408818585	8589934592	652620280627	18790481920	256731670118	1098437885952
2015-07-08 05:47:15	53579717017	20078972108	80208514252	0	7086696038	8589934592	652620280627	19327352832	256409547571	1098437885952
2015-07-08 05:47:45	53579717017	20078972108	80315888435	0	7516192768	8589934592	652620280627	19219978649	256087425024	1098437885952
2015-07-08 05:48:15	53579717017	20078972108	80315888435	0	7623566950	8589934592	652620280627	19005230284	256302173388	1098437885952
2015-07-08 05:48:45	53579717017	20078972108	80315888435	0	8160437862	8589934592	652620280627	18897856102	255765302476	1098437885952
2015-07-08 05:49:15	53579717017	20078972108	80315888435	0	7730941132	8589934592	652620280627	19542101196	255550554112	1098437885952
2015-07-08 05:49:45	53579717017	20078972108	80315888435	0	8160437862	8589934592	652620280627	19434727014	255121057382	1098437885952
2015-07-08 05:50:15	53579717017	20078972108	80315888435	0	8589934592	8589934592	652620280627	19327352832	254906309017	1098437885952
2015-07-08 05:50:45	53579717017	20078972108	80423262617	0	9019431321	8589934592	652620280627	19219978649	254476812288	1098437885952
2015-07-08 05:51:15	53579717017	20186346291	80423262617	0	8697308774	8589934592	652620280627	19756849561	254154689740	1098437885952
2015-07-08 05:51:45	53579717017	20078972108	80423262617	0	9126805504	8589934592	652620280627	19756849561	253832567193	1098437885952
2015-07-08 05:52:15	53579717017	20078972108	80423262617	0	9448928051	8589934592	652620280627	19649475379	253617818828	1098437885952
2015-07-08 05:52:45	53579717017	20078972108	80423262617	0	9771050598	8589934592	652620280627	19542101196	253295696281	1098437885952
2015-07-08 05:53:15	53579717017	20186346291	80423262617	0	9878424780	8589934592	652620280627	19649475379	253080947916	1098437885952
